361967560:shower	[{'timestamp': '2016-09-20 15:38:34.000000', 'event_target': 'alternatives', 'vin': '3GCPCREH6EG437884', 'event_action': 'display'}, {'timestamp': '2016-09-20 15:38:34.000000', 'event_target': 'market report', 'vin': '3GCPCREH6EG437884', 'event_action': 'visit'}, {'timestamp': '2016-09-20 15:38:35.000000', 'event_target': 'alternatives', 'vin': '3GCPCREH6EG437884', 'event_action': 'display'}, {'timestamp': '2016-09-20 15:38:35.000000', 'event_target': 'market report', 'vin': '3GCPCREH6EG437884', 'event_action': 'visit'}]	{'3GCPCREH6EG437884': {'mileage': '55399', 'price': '0.0000', 'year': '2014', 'model': 'Silverado 1500', 'make': 'Chevrolet', 'condition': 'Used'}}
365974354:shower	[{'timestamp': '2016-09-20 13:45:55.000000', 'event_target': 'alternatives', 'vin': '1FTWW33R88EB50375', 'event_action': 'display'}, {'timestamp': '2016-09-20 13:45:55.000000', 'event_target': 'market report', 'vin': '1FTWW33R88EB50375', 'event_action': 'visit'}]	{'1FTWW33R88EB50375': {'mileage': '92670', 'price': '0.0000', 'year': '2008', 'model': 'F-350', 'make': 'Ford', 'condition': 'Used'}}
370619943:shower	[{'timestamp': '2016-09-20 08:35:14.000000', 'event_target': 'alternatives', 'vin': '1GNSCJKC5FR532711', 'event_action': 'display'}, {'timestamp': '2016-09-20 08:35:14.000000', 'event_target': 'market report', 'vin': '1GNSCJKC5FR532711', 'event_action': 'visit'}]	{'1GNSCJKC5FR532711': {'mileage': '41221', 'price': '0.0000', 'year': '2015', 'model': 'Suburban', 'make': 'Chevrolet', 'condition': 'Used'}}
371150429:shower	[{'timestamp': '2016-09-20 04:59:47.000000', 'event_target': 'alternatives', 'vin': '2G1145S39G9126475', 'event_action': 'display'}, {'timestamp': '2016-09-20 04:59:47.000000', 'event_target': 'market report', 'vin': '2G1145S39G9126475', 'event_action': 'visit'}]	{'2G1145S39G9126475': {'mileage': '21110', 'price': '0.0000', 'year': '2016', 'model': 'Impala', 'make': 'Chevrolet', 'condition': 'Used'}}
387586323:submitter	[{'timestamp': '2016-09-20 07:17:25.000000', 'event_target': 'alternatives', 'vin': 'JA4AS2AW0AZ006417', 'event_action': 'display'}, {'timestamp': '2016-09-20 07:17:25.000000', 'event_target': 'market report', 'vin': 'JA4AS2AW0AZ006417', 'event_action': 'visit'}, {'timestamp': '2016-09-20 07:17:28.000000', 'event_target': 'badges', 'vin': 'JA4AS2AW0AZ006417', 'event_action': 'visit'}, {'timestamp': '2016-09-20 07:17:38.000000', 'event_target': 'features', 'vin': 'JA4AS2AW0AZ006417', 'event_action': 'visit'}, {'timestamp': '2016-09-20 07:17:41.000000', 'event_target': 'alternatives', 'vin': 'JA4AS2AW0AZ006417', 'event_action': 'visit'}, {'timestamp': '2016-09-20 07:17:42.000000', 'event_target': 'contact form', 'vin': 'JA4AS2AW0AZ006417', 'event_action': 'visit'}, {'timestamp': '2016-09-20 07:18:08.000000', 'event_target': 'features', 'vin': 'JA4AS2AW0AZ006417', 'event_action': 'visit'}, {'timestamp': '2016-09-20 07:18:09.000000', 'event_target': 'badges', 'vin': 'JA4AS2AW0AZ006417', 'event_action': 'visit'}, {'timestamp': '2016-09-20 14:12:17.000000', 'event_target': 'alternatives', 'vin': 'JA4AS2AW0AZ006417', 'event_action': 'display'}, {'timestamp': '2016-09-20 14:12:17.000000', 'event_target': 'market report', 'vin': 'JA4AS2AW0AZ006417', 'event_action': 'visit'}, {'timestamp': '2016-09-20 14:12:28.000000', 'event_target': 'badges', 'vin': 'JA4AS2AW0AZ006417', 'event_action': 'visit'}, {'timestamp': '2016-09-20 14:13:00.000000', 'event_target': 'features section', 'vin': 'JA4AS2AW0AZ006417', 'event_action': 'click'}, {'timestamp': '2016-09-20 14:13:05.000000', 'event_target': 'features section', 'vin': 'JA4AS2AW0AZ006417', 'event_action': 'click'}, {'timestamp': '2016-09-20 14:13:12.000000', 'event_target': 'features section', 'vin': 'JA4AS2AW0AZ006417', 'event_action': 'click'}, {'timestamp': '2016-09-20 14:13:39.000000', 'event_target': 'badges', 'vin': 'JA4AS2AW0AZ006417', 'event_action': 'visit'}, {'timestamp': '2016-09-20 14:13:41.000000', 'event_target': 'badge detail', 'vin': 'JA4AS2AW0AZ006417', 'event_action': 'show'}]	{'JA4AS2AW0AZ006417': {'mileage': '106224', 'price': '6500.0000', 'year': '2010', 'model': 'Outlander', 'make': 'Mitsubishi', 'condition': 'Used'}}
388067440:shower	[{'timestamp': '2016-09-20 17:44:03.000000', 'event_target': 'alternatives', 'vin': '5J6RE48709L011099', 'event_action': 'display'}, {'timestamp': '2016-09-20 17:44:03.000000', 'event_target': 'market report', 'vin': '5J6RE48709L011099', 'event_action': 'visit'}]	{'5J6RE48709L011099': {'mileage': '100305', 'price': '0.0000', 'year': '2009', 'model': 'CR-V', 'make': 'Honda', 'condition': 'Used'}}
397652951:submitter	[{'timestamp': '2016-09-20 10:27:58.000000', 'event_target': 'alternatives', 'vin': '3C6UR5CL8EG152371', 'event_action': 'display'}, {'timestamp': '2016-09-20 10:27:58.000000', 'event_target': 'market report', 'vin': '3C6UR5CL8EG152371', 'event_action': 'visit'}, {'timestamp': '2016-09-20 10:28:01.000000', 'event_target': 'badges', 'vin': '3C6UR5CL8EG152371', 'event_action': 'visit'}, {'timestamp': '2016-09-20 10:28:11.000000', 'event_target': 'features', 'vin': '3C6UR5CL8EG152371', 'event_action': 'visit'}, {'timestamp': '2016-09-20 10:28:14.000000', 'event_target': 'alternatives', 'vin': '3C6UR5CL8EG152371', 'event_action': 'visit'}, {'timestamp': '2016-09-20 10:28:28.000000', 'event_target': 'contact form', 'vin': '3C6UR5CL8EG152371', 'event_action': 'visit'}, {'timestamp': '2016-09-20 10:28:30.000000', 'event_target': 'features', 'vin': '3C6UR5CL8EG152371', 'event_action': 'visit'}, {'timestamp': '2016-09-20 10:28:35.000000', 'event_target': 'badges', 'vin': '3C6UR5CL8EG152371', 'event_action': 'visit'}]	{'3C6UR5CL8EG152371': {'mileage': '82686', 'price': '29990.0000', 'year': '2014', 'model': '2500', 'make': 'Ram', 'condition': 'Used'}}
412417721:shower	[{'timestamp': '2016-09-20 11:46:26.000000', 'event_target': 'alternatives', 'vin': '1GNKREED2CJ361971', 'event_action': 'display'}, {'timestamp': '2016-09-20 11:46:26.000000', 'event_target': 'market report', 'vin': '1GNKREED2CJ361971', 'event_action': 'visit'}, {'timestamp': '2016-09-20 11:46:27.000000', 'event_target': 'alternatives', 'vin': '1GNKREED2CJ361971', 'event_action': 'display'}, {'timestamp': '2016-09-20 11:46:27.000000', 'event_target': 'market report', 'vin': '1GNKREED2CJ361971', 'event_action': 'visit'}]	{'1GNKREED2CJ361971': {'mileage': '55589', 'price': '0.0000', 'year': '2012', 'model': 'Traverse', 'make': 'Chevrolet', 'condition': 'Used'}}
418850711:submitter	[{'timestamp': '2016-09-20 09:06:35.000000', 'event_target': 'alternatives', 'vin': '4NUDS13S842104782', 'event_action': 'display'}, {'timestamp': '2016-09-20 09:06:35.000000', 'event_target': 'market report', 'vin': '4NUDS13S842104782', 'event_action': 'visit'}, {'timestamp': '2016-09-20 09:06:44.000000', 'event_target': 'badges', 'vin': '4NUDS13S842104782', 'event_action': 'visit'}, {'timestamp': '2016-09-20 09:07:06.000000', 'event_target': 'features', 'vin': '4NUDS13S842104782', 'event_action': 'visit'}, {'timestamp': '2016-09-20 09:07:09.000000', 'event_target': 'alternatives', 'vin': '4NUDS13S842104782', 'event_action': 'visit'}, {'timestamp': '2016-09-20 09:07:11.000000', 'event_target': 'contact form', 'vin': '4NUDS13S842104782', 'event_action': 'visit'}, {'timestamp': '2016-09-20 09:07:14.000000', 'event_target': 'features', 'vin': '4NUDS13S842104782', 'event_action': 'visit'}]	{'4NUDS13S842104782': {'mileage': '173199', 'price': '5670.0000', 'year': '2004', 'model': 'Ascender', 'make': 'Isuzu', 'condition': 'Used'}}
422792053:submitter	[{'timestamp': '2016-09-20 13:49:03.000000', 'event_target': 'alternatives', 'vin': '1GTHK29U66E118337', 'event_action': 'display'}, {'timestamp': '2016-09-20 13:49:03.000000', 'event_target': 'market report', 'vin': '1GTHK29U66E118337', 'event_action': 'visit'}, {'timestamp': '2016-09-20 13:49:16.000000', 'event_target': 'badges', 'vin': '1GTHK29U66E118337', 'event_action': 'visit'}, {'timestamp': '2016-09-20 13:49:59.000000', 'event_target': 'features', 'vin': '1GTHK29U66E118337', 'event_action': 'visit'}, {'timestamp': '2016-09-20 13:50:10.000000', 'event_target': 'alternatives', 'vin': '1GTHK29U66E118337', 'event_action': 'visit'}, {'timestamp': '2016-09-20 13:50:43.000000', 'event_target': 'contact form', 'vin': '1GTHK29U66E118337', 'event_action': 'visit'}, {'timestamp': '2016-09-20 13:50:51.000000', 'event_target': 'features', 'vin': '1GTHK29U66E118337', 'event_action': 'visit'}, {'timestamp': '2016-09-20 13:51:02.000000', 'event_target': 'features section', 'vin': '1GTHK29U66E118337', 'event_action': 'click'}, {'timestamp': '2016-09-20 13:51:21.000000', 'event_target': 'features section', 'vin': '1GTHK29U66E118337', 'event_action': 'click'}, {'timestamp': '2016-09-20 13:51:28.000000', 'event_target': 'features section', 'vin': '1GTHK29U66E118337', 'event_action': 'click'}, {'timestamp': '2016-09-20 13:51:39.000000', 'event_target': 'features section', 'vin': '1GTHK29U66E118337', 'event_action': 'click'}, {'timestamp': '2016-09-20 13:51:47.000000', 'event_target': 'features', 'vin': '1GTHK29U66E118337', 'event_action': 'visit'}, {'timestamp': '2016-09-20 13:51:49.000000', 'event_target': 'features', 'vin': '1GTHK29U66E118337', 'event_action': 'visit'}, {'timestamp': '2016-09-20 13:51:51.000000', 'event_target': 'alternatives', 'vin': '1GTHK29U66E118337', 'event_action': 'visit'}, {'timestamp': '2016-09-20 13:52:03.000000', 'event_target': 'features', 'vin': '1GTHK29U66E118337', 'event_action': 'visit'}, {'timestamp': '2016-09-20 13:53:09.000000', 'event_target': 'badges', 'vin': '1GTHK29U66E118337', 'event_action': 'visit'}]	{'1GTHK29U66E118337': {'mileage': '90024', 'price': '20950.0000', 'year': '2006', 'model': 'Sierra 2500HD', 'make': 'GMC', 'condition': 'Used'}}
